beds,pages,pages-href,properties links,properties links-href,price,bedrooms,bathrooms,square footage,year,parking spaces,address,subdivision,postal code,type,condo fee,floor,Page id,Page id-href
,Link 10,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=68000&maximum_price=70000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3417945-109-3720-118-av-edmonton-alberta/,"$69,000",<strong>Bedrooms</strong><span>1,1,<strong>Square Footage</strong><span>581,<strong>Year Built</strong><span>1969,null,# 109 3720 118 Av,BEACON HEIGHTS,T5W 0Z6,<strong>Type</strong><span>Condo / Townhouse,<strong>Condo Fee</strong><span>$320,null,,
,Link 100,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=248000&maximum_price=250000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3432223-703-9808-103-st-edmonton-alberta/,"$249,990",<strong>Bedrooms</strong><span>2,2,"<strong>Square Footage</strong><span>1,166",<strong>Year Built</strong><span>1975,<strong>Parking Spaces</strong><span>1,# 703 9808 103 St,DOWNTOWN,T5K 2G4,<strong>Type</strong><span>Condo / Townhouse,<strong>Condo Fee</strong><span>$639,null,,
,Link 100,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=248000&maximum_price=250000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3399786-11437-123-st-edmonton-alberta/,"$249,900",null,0,null,null,null,11437 123 St,INGLEWOOD,T5M 0G3,<strong>Type</strong><span>Single Family,null,null,,
,Link 100,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=248000&maximum_price=250000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3400164-11439-123-st-edmonton-alberta/,"$249,900",null,0,null,null,null,11439 123 St,Inglewood,T5M 0G3,<strong>Type</strong><span>Single Family,null,null,,
,Link 100,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=248000&maximum_price=250000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3428195-1318-330-clareview-station-dr-edmonton-alberta/,"$249,999",<strong>Bedrooms</strong><span>2,2,"<strong>Square Footage</strong><span>1,173",<strong>Year Built</strong><span>2008,<strong>Parking Spaces</strong><span>1,# 1318 330 Clareview Station Dr,Clareview Town Centre,T5Y 0E6,<strong>Type</strong><span>Condo / Townhouse,null,null,,
,Link 101,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=250000&maximum_price=252000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3429877-12111-134b-av-edmonton-alberta/,"$250,000",<strong>Bedrooms</strong><span>3,2,"<strong>Square Footage</strong><span>1,144",<strong>Year Built</strong><span>1961,<strong>Parking Spaces</strong><span>2,12111 134b Av,KENSINGTON,T5L 4M6,<strong>Type</strong><span>Single Family,null,null,,
,Link 101,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=250000&maximum_price=252000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3430453-119-13835-155-av-edmonton-alberta/,"$251,999",<strong>Bedrooms</strong><span>2,2,<strong>Square Footage</strong><span>939,<strong>Year Built</strong><span>2009,<strong>Parking Spaces</strong><span>2,# 119 13835 155 Av,CARLTON,T6V 0B7,<strong>Type</strong><span>Condo / Townhouse,<strong>Condo Fee</strong><span>$252,null,,
,Link 101,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=250000&maximum_price=252000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3436572-11833-61-st-nw-edmonton-alberta/,"$250,000",<strong>Bedrooms</strong><span>3,1,<strong>Square Footage</strong><span>964,<strong>Year Built</strong><span>1950,<strong>Parking Spaces</strong><span>4,11833 61 St Nw,MONTROSE,T5W 4A8,<strong>Type</strong><span>Single Family,null,null,,
,Link 101,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=250000&maximum_price=252000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3435576-12102-65-st-edmonton-alberta/,"$250,000",<strong>Bedrooms</strong><span>3,2,<strong>Square Footage</strong><span>801,<strong>Year Built</strong><span>1949,null,12102 65 St,MONTROSE,T5W 4L8,<strong>Type</strong><span>Single Family,null,null,,
,Link 101,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=250000&maximum_price=252000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3435512-11020-38-st-edmonton-alberta/,"$250,000",<strong>Bedrooms</strong><span>2,1,<strong>Square Footage</strong><span>814,<strong>Year Built</strong><span>1945,null,11020 38 St,BEVERLY HEIGHTS,T5W 2E8,<strong>Type</strong><span>Single Family,null,null,,
,Link 101,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=250000&maximum_price=252000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3420048-203-10547-83-av-edmonton-alberta/,"$250,000",<strong>Bedrooms</strong><span>2,1,<strong>Square Footage</strong><span>818,<strong>Year Built</strong><span>1978,null,# 203 10547 83 Av,STRATHCONA,T6E 2E1,<strong>Type</strong><span>Condo / Townhouse,null,null,,
,Link 101,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=250000&maximum_price=252000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3435223-26-2565-hanna-cr-edmonton-alberta/,"$250,000",<strong>Bedrooms</strong><span>2,2,<strong>Square Footage</strong><span>987,<strong>Year Built</strong><span>2006,null,# 26 2565 Hanna Cr,HADDOW,T6R 0M4,<strong>Type</strong><span>Condo / Townhouse,<strong>Condo Fee</strong><span>$218,2nd,,
,Link 101,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=250000&maximum_price=252000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3436070-110-12408-15-av-edmonton-alberta/,"$250,000",<strong>Bedrooms</strong><span>2,2,"<strong>Square Footage</strong><span>1,040",<strong>Year Built</strong><span>2006,null,# 110 12408 15 Av,RUTHERFORD,T6W 1X2,<strong>Type</strong><span>Condo / Townhouse,<strong>Condo Fee</strong><span>$393,null,,
,Link 101,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=250000&maximum_price=252000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3403426-7541-112-av-edmonton-alberta/,"$251,153",null,0,null,null,null,7541 112 Av,Virginia Park,T5B 0E5,<strong>Type</strong><span>Single Family,null,null,,
,Link 101,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=250000&maximum_price=252000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3430713-12432-85-st-edmonton-alberta/,"$250,000",<strong>Bedrooms</strong><span>3,4,"<strong>Square Footage</strong><span>1,615",<strong>Year Built</strong><span>1987,null,12432 85 St,EASTWOOD,T5B 3H2,<strong>Type</strong><span>Condo / Townhouse,<strong>Condo Fee</strong><span>$80,null,,
,Link 102,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=252000&maximum_price=254000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3415007-223-14808-125-st-edmonton-alberta/,"$253,000",<strong>Bedrooms</strong><span>2,2,<strong>Square Footage</strong><span>969,<strong>Year Built</strong><span>2014,<strong>Parking Spaces</strong><span>1,# 223 14808 125 St,Baranow,T5X 0G1,<strong>Type</strong><span>Condo / Townhouse,<strong>Condo Fee</strong><span>$263,null,,
,Link 102,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=252000&maximum_price=254000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3428005-404-10547-83-av-edmonton-alberta/,"$252,000",<strong>Bedrooms</strong><span>2,1,<strong>Square Footage</strong><span>785,<strong>Year Built</strong><span>1978,null,# 404 10547 83 Av,STRATHCONA,T6E 2E1,<strong>Type</strong><span>Condo / Townhouse,<strong>Condo Fee</strong><span>$470,null,,
,Link 102,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=252000&maximum_price=254000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3436781-11205-90-st-edmonton-alberta/,"$252,000",<strong>Bedrooms</strong><span>2,4,"<strong>Square Footage</strong><span>1,264",<strong>Year Built</strong><span>2003,null,11205 90 St,ALBERTA AVENUE,T5B 3X4,<strong>Type</strong><span>Condo / Townhouse,null,null,,
,Link 103,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=254000&maximum_price=256000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3398821-108-11425-105-av-edmonton-alberta/,"$255,900",<strong>Bedrooms</strong><span>1,2,<strong>Square Footage</strong><span>840,<strong>Year Built</strong><span>2009,<strong>Parking Spaces</strong><span>1,# 108 11425 105 Av,QUEEN MARY PARK,T5H 0C5,<strong>Type</strong><span>Condo / Townhouse,<strong>Condo Fee</strong><span>$384,null,,
,Link 103,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=254000&maximum_price=256000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3417490-212-304-ambleside-li-edmonton-alberta/,"$255,000",<strong>Bedrooms</strong><span>2,2,<strong>Square Footage</strong><span>966,<strong>Year Built</strong><span>2010,<strong>Parking Spaces</strong><span>2,# 212 304 Ambleside Li,AMBLESIDE,T6W 0V2,<strong>Type</strong><span>Condo / Townhouse,<strong>Condo Fee</strong><span>$373,null,,
,Link 103,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=254000&maximum_price=256000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3427989-204-320-ambleside-li-sw-edmonton-alberta/,"$255,000",<strong>Bedrooms</strong><span>2,2,<strong>Square Footage</strong><span>894,<strong>Year Built</strong><span>2015,null,# 204 320 Ambleside Li Sw,Ambleside,T6W 2Z9,<strong>Type</strong><span>Condo / Townhouse,null,null,,
,Link 103,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=254000&maximum_price=256000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3428886-206-15499-castle-downs-rd-edmonton-alberta/,"$255,000",<strong>Bedrooms</strong><span>2,2,"<strong>Square Footage</strong><span>1,195",<strong>Year Built</strong><span>1992,<strong>Parking Spaces</strong><span>2,# 206 15499 Castle Downs Rd,BEAUMARIS,T5X 4A8,<strong>Type</strong><span>Condo / Townhouse,<strong>Condo Fee</strong><span>$389,null,,
,Link 103,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=254000&maximum_price=256000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3436148-114-6921-199-st-edmonton-alberta/,"$255,000",<strong>Bedrooms</strong><span>2,2,"<strong>Square Footage</strong><span>1,033",<strong>Year Built</strong><span>2007,null,# 114 6921 199 St,GLASTONBURY,T5T 3X7,<strong>Type</strong><span>Condo / Townhouse,<strong>Condo Fee</strong><span>$390,null,,
,Link 103,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=254000&maximum_price=256000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3429856-35-2505-42-st-edmonton-alberta/,"$255,000",<strong>Bedrooms</strong><span>3,2,"<strong>Square Footage</strong><span>1,001",<strong>Year Built</strong><span>2002,<strong>Parking Spaces</strong><span>1,# 35 2505 42 St,BISSET,T6L 7G8,<strong>Type</strong><span>Condo / Townhouse,null,null,,
,Link 103,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=254000&maximum_price=256000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3415008-323-14808-125-st-edmonton-alberta/,"$255,000",<strong>Bedrooms</strong><span>2,2,<strong>Square Footage</strong><span>969,<strong>Year Built</strong><span>2014,<strong>Parking Spaces</strong><span>1,# 323 14808 125 St,Baranow,T5X 0G1,<strong>Type</strong><span>Condo / Townhouse,<strong>Condo Fee</strong><span>$263,null,,
,Link 103,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=254000&maximum_price=256000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3425796-205-10939-82-av-edmonton-alberta/,"$255,000",<strong>Bedrooms</strong><span>1,1,<strong>Square Footage</strong><span>850,<strong>Year Built</strong><span>1995,<strong>Parking Spaces</strong><span>1,# 205 10939 82 Av,GARNEAU,T6G 0S7,<strong>Type</strong><span>Condo / Townhouse,<strong>Condo Fee</strong><span>$281,null,,
,Link 103,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=254000&maximum_price=256000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3429709-110-8215-84-av-edmonton-alberta/,"$255,000",<strong>Bedrooms</strong><span>2,1,<strong>Square Footage</strong><span>958,<strong>Year Built</strong><span>1997,<strong>Parking Spaces</strong><span>1,# 110 8215 84 Av,IDYLWYLDE,T6C 4R2,<strong>Type</strong><span>Condo / Townhouse,<strong>Condo Fee</strong><span>$380,null,,
,Link 103,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=254000&maximum_price=256000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3416031-103-5280-terwillegar-bv-edmonton-alberta/,"$255,000",<strong>Bedrooms</strong><span>2,2,<strong>Square Footage</strong><span>850,<strong>Year Built</strong><span>2005,<strong>Parking Spaces</strong><span>2,# 103 5280 Terwillegar Bv,Terwillegar Towne,T6R 3T9,<strong>Type</strong><span>Condo / Townhouse,<strong>Condo Fee</strong><span>$365,null,,
,Link 103,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=254000&maximum_price=256000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3427256-11238-97-st-edmonton-alberta/,"$255,000",<strong>Bedrooms</strong><span>2,1,<strong>Square Footage</strong><span>920,<strong>Year Built</strong><span>1918,null,11238 97 St,SPRUCE AVENUE,T5G 1X2,<strong>Type</strong><span>Single Family,null,null,,
