PA_ASSESSED_VALUE,PA_LATITUDE,PA_LONGITUDE,Acres,Bathrooms,Bedrooms,Beds Above Grade,Condo Fee,Construction – Wood Frame,Construction – Concrete,Construction – Insulated Concrete,Ensuite,Exposure – North,Exposure – Northwest,Exposure – West,Exposure – Southwest,Exposure – South,Exposure – Southeast,Exposure – East,Exposure – Northeast,Fireplace,Foundation – Concrete,Foundation – Block,Foundation – Brick/Stone/Block,Foundation – Concrete Slab,Foundation – Grade Beam,Foundation – Preserved Wood,Foundation – Other,Full Baths,Half Baths,Has Basement,Has Pool,Heating – Forced Air-1,Heating – Forced Air-2,Heating – Baseboard,Heating – Fan Coil,Heating – Gravity,Heating – Hot Water,Heating – In Floor Heat System,Heating – Other,Is Waterfront,Parking Spaces,Roof – Asphalt Shingles,Roof – Cedar Shakes,Roof – Clay Tile,Roof – Concrete Tiles,Roof – EPDM Membrane,Roof – Fiberglass,Roof – Metal,Roof – Pine Shakes,Roof – Roll Roofing,Roof – Tar & Gravel,Roof – Vinyl Shingles,Roof – Wood Shingles,Roof – Other,Square Footage,Style - 1 and Half Storey,Style - 2 and Half Storey,Style - 2 Storey,Style - 2 Storey Split,Style - 3 Level Split,Style - 3 Storey,Style - 4 Level Split,Style - 5 Level Split,Style - Back Split,Style – Bi-Level,Style – Bungalow,Style - Bungalow Semi,Style - Hillside Bungalow,Style - Raised Bungalow,Style - Single Level Apartment,Type – Condo/Townhouse,Type – Single Family,Year Built,Police_Station,Catholic_School,Public_School,Bus_Stop,Playground,Public_Library,Recreation_Centre,Fire_Station,Price
299500,53.58955173,-113.5194877,0.16,2,3,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,884,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1956,1659,441,497,234,478,1573,494,2493,319900
465000,53.53043663,-113.6915132,0,3,3,3,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2060,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2008,6549,6050,520,1319,324,2824,7671,6062,539900
2736000,53.49983399,-113.5942243,0.47,5,4,4,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,5260,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1988,4815,3162,2910,1077,1268,2747,3160,3789,2475000
2148000,53.43869572,-113.6268611,0.21,5,6,4,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,1,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,4292,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,3983,5530,4878,2152,2026,6800,5078,4515,2298000
1424500,53.50224236,-113.6043084,0,4,5,4,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5343,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1981,3792,1984,1930,412,419,1724,2137,2462,1598000
937000,53.50123852,-113.6003612,0.23,4,5,4,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,3192,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,4194,2542,1997,353,360,2126,2539,2403,1098000
780000,53.50642817,-113.6794991,0,3,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2013,6492,2651,3173,865,344,3114,5069,4726,1049900
804000,53.50355645,-113.5962117,0,3,4,4,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1976,4398,2746,2494,661,851,2331,2744,3373,998000
838000,53.53376204,-113.6723136,0.14,3,3,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2814,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,5446,4947,1258,1705,1203,1722,6157,6800,829950
791000,53.5102427,-113.6113188,0.19,3,4,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,2408,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1975,4263,2455,2358,671,716,2195,2608,3237,829900
789000,53.50077969,-113.6097178,0.17,4,5,4,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,3208,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1985,3596,1788,1691,202,646,1528,1941,2087,829900
726000,53.53376471,-113.6716487,0.14,3,3,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2796,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,5490,4991,1302,1749,1247,1766,6200,6844,799950
891000,53.50961617,-113.6107029,0.2,3,3,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3283,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1980,4174,2366,2270,582,627,2106,2519,3148,799900
593000,53.51087164,-113.6819814,0.11,4,4,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2317,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,6245,4685,3936,618,579,2866,4822,5311,689000
720000,53.50262306,-113.6087218,0.16,3,4,4,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2409,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,3479,1827,1575,150,700,1411,1824,2141,684900
656500,53.52430185,-113.6755342,0.12,3,3,3,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2448,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2007,4816,4317,2880,1075,1119,1092,5958,6396,668000
592000,53.5326104,-113.7009095,0.09,4,4,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2339,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2012,7175,6676,1146,1945,561,3451,8298,6688,649900
568500,53.50794406,-113.6784754,0.14,3,3,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2567,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2012,6214,2821,3905,587,66,2835,4791,5280,639900
540500,53.52251284,-113.6760667,0.12,4,5,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2674,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2006,4403,3904,2467,859,706,679,5544,5982,639900
597000,53.50551557,-113.6139437,0.15,4,5,4,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,1,1,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2371,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1986,3363,1555,1459,335,756,1295,1708,2337,634900
494000,53.51010451,-113.6699797,0.11,4,4,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1938,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2003,7015,3828,3189,1388,613,3637,5592,4453,634900
567500,53.49843403,-113.6807716,0.13,4,6,5,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2653,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,8216,1549,2071,1091,229,5524,4880,3624,625000
552500,53.53044556,-113.6985365,0.09,4,4,3,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2012,7049,6550,1020,1819,612,3325,8172,6562,619000
562000,53.50943245,-113.6797622,0,3,3,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2604,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,6009,4449,3699,382,227,2630,4585,5074,616825
492000,53.50984535,-113.6438616,0.15,4,5,4,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2493,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1993,3661,1264,940,836,708,2688,1756,2606,615000
625500,53.53241521,-113.6983281,0.1,3,4,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2381,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,6956,6457,928,1727,733,3232,8079,6470,600000
376895.8472,53.5202464,-113.6775216,0.16,3,4,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2009,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2002,5061,4562,3149,881,491,1336,5338,6640,599990
175000,53.53191161,-113.705381,0.11,3,3,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2363,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,7600,7101,1572,2371,61,3876,8723,7114,599800
545500,53.50912859,-113.6787082,0.11,3,4,4,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2404,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2012,6060,4501,3751,433,279,2682,4637,5126,599000
622000,53.53299725,-113.6870438,0.18,3,4,4,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2640,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,5820,5341,155,954,238,2096,7203,5697,588700
165000,53.53329115,-113.7045524,0.1,3,3,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2149,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,7531,7032,1502,2301,205,3807,8654,7044,579900
599500,53.50181224,-113.6136067,0.24,4,4,3,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2052,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1987,3580,1772,1403,251,801,1512,1925,1809,579900
511000,53.52950788,-113.6742133,0.15,4,4,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1962,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,5043,4544,1774,1302,1504,1318,5753,6710,578900
160000,53.58944722,-113.6770521,0.1,3,3,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2375,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,14175,13552,9134,6861,3622,11272,13862,10526,567525
620500,53.50158653,-113.6146707,0.31,3,5,5,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2440,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1979,3157,1179,1235,325,1047,1071,1484,1806,560000
511500,53.53328032,-113.6870475,0.11,3,4,4,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2012,5815,5336,150,949,233,2091,7198,5692,560000
496500,53.53295563,-113.6970491,0.11,3,3,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2382,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,6719,6220,690,1489,496,2995,7842,6232,558700
479000,53.50178779,-113.6463514,0.12,3,4,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1752,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1987,4711,1623,635,491,634,2149,1891,1923,550000
217500,53.58929065,-113.6773032,0,3,3,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2390,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,14175,13552,9134,6861,3622,11272,13862,10526,549900
501000,53.51920659,-113.6746312,0.13,3,4,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1468,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2001,4850,4351,2938,671,280,1126,5128,6430,549900
520000,53.50189156,-113.66845,0,3,4,2,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1503,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2001,7329,3006,2368,635,782,3950,5906,3632,549900
478000,53.52248378,-113.6905409,0.1,3,3,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1886,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,5675,5176,1362,1188,651,1951,6074,6881,549900
376895.8472,53.5576692,-113.7027887,0,3,3,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2424,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,9796,9782,4300,2027,2171,6439,11179,8917,545900
505500,53.49953513,-113.6138695,0.14,4,4,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1647,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1979,3856,1752,1270,528,1077,1788,2201,1676,545000
133500,53.53092703,-113.7052189,0,3,3,3,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2472,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,7536,7037,1507,2306,486,3812,8658,7049,543000
505500,53.5039467,-113.6658835,0.15,3,3,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1246,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2002,7865,3514,2903,428,302,4486,6441,4167,530000
466500,53.5328541,-113.6959929,0.11,4,5,3,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2041,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,6556,6057,528,1327,333,2832,7679,6070,529000
460500,53.50769459,-113.6125273,0,3,3,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1468,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1974,3921,2113,2016,519,582,1853,2266,2895,528500
376895.8472,53.5001364,-113.6790631,0.1,3,3,3,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1975,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,8579,1614,2136,1156,135,3877,5243,3987,527500
376895.8472,53.5001364,-113.6790631,0.1,3,3,3,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2204,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,8579,1614,2136,1156,135,3877,5243,3987,524900
166500,53.51487952,-113.6897226,0.16,3,3,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,6144,5645,2330,1656,1120,2419,5892,6698,522500
504000,53.49830415,-113.680086,0.1,3,3,3,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2119,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,8181,1514,2036,1056,264,5490,4845,3590,520000
503500,53.52182001,-113.6757304,0.12,4,4,3,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2115,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2005,4838,4339,2926,940,549,1114,6004,6418,519900
159000,53.51592773,-113.690242,0.12,3,3,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,6048,5549,2234,1561,1024,2324,5796,6603,519900
474000,53.49906392,-113.6536468,0.13,3,4,2,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1604,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1997,5135,1904,1059,406,1058,2573,2315,1815,519900
540000,53.50017378,-113.6071732,0.14,3,4,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2088,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1984,3707,1747,1265,313,493,1639,2052,1671,519900
134000,53.53703036,-113.6975037,0,3,3,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2049,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,6868,6369,839,1638,645,3144,7991,6381,519702
134000,53.5369356,-113.6975033,0,3,3,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2035,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,6857,6358,829,1628,634,3133,7980,6371,519702
501000,53.50937358,-113.6656436,0.1,4,4,3,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2159,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2002,6771,3584,2945,1144,369,3392,5348,4209,519000
485000,53.49851142,-113.6761352,0.13,3,3,2,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1475,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2005,8024,2029,2169,1097,1167,5333,4689,3433,515000
477000,53.53122417,-113.7053753,0.09,3,3,3,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1891,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,7549,7050,1520,2319,112,3825,8672,7062,509900
156000,53.53529055,-113.6732068,0.1,3,4,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2182,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,5617,5118,1429,1876,1374,1893,6328,6971,506900
489000,53.49694978,-113.6760167,0.11,3,3,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2060,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2003,7904,1909,2049,977,1047,5151,4569,3313,504900
153000,53.49911775,-113.6777138,0.1,3,3,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2242,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,8352,1685,2207,1227,316,3874,5016,3761,503788
474500,53.5309269,-113.7042235,0.09,3,3,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1871,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,7470,6971,1441,2240,420,3746,8593,6983,499900
471000,53.53195683,-113.6982916,0.13,3,3,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2065,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,7000,6501,972,1771,768,3276,8123,6514,499900
525500,53.50048181,-113.6820691,0.12,3,3,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1833,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,8599,1445,1967,987,305,4047,5263,4008,499900
376895.8472,53.557676,-113.7028245,0.09,3,3,3,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1787,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,9796,9782,4300,2027,2171,6439,11179,8917,499900
376895.8472,53.5576692,-113.7027887,0.1,3,3,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1787,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,9796,9782,4300,2027,2171,6439,11179,8917,499900
455500,53.49897727,-113.6823035,0,4,5,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1767,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2012,8404,1249,1771,792,452,5713,5068,3813,495000
