PA_ASSESSED_VALUE,PA_LATITUDE,PA_LONGITUDE,Acres,Bathrooms,Bedrooms,Beds Above Grade,Condo Fee,Construction – Wood Frame,Construction – Concrete,Construction – Insulated Concrete,Ensuite,Exposure – North,Exposure – Northwest,Exposure – West,Exposure – Southwest,Exposure – South,Exposure – Southeast,Exposure – East,Exposure – Northeast,Fireplace,Foundation – Concrete,Foundation – Block,Foundation – Brick/Stone/Block,Foundation – Concrete Slab,Foundation – Grade Beam,Foundation – Preserved Wood,Foundation – Other,Full Baths,Half Baths,Has Basement,Has Pool,Heating – Forced Air-1,Heating – Forced Air-2,Heating – Baseboard,Heating – Fan Coil,Heating – Gravity,Heating – Hot Water,Heating – In Floor Heat System,Heating – Other,Is Waterfront,Parking Spaces,Roof – Asphalt Shingles,Roof – Cedar Shakes,Roof – Clay Tile,Roof – Concrete Tiles,Roof – EPDM Membrane,Roof – Fiberglass,Roof – Metal,Roof – Pine Shakes,Roof – Roll Roofing,Roof – Tar & Gravel,Roof – Vinyl Shingles,Roof – Wood Shingles,Roof – Other,Square Footage,Style - 1 and Half Storey,Style - 2 and Half Storey,Style - 2 Storey,Style - 2 Storey Split,Style - 3 Level Split,Style - 3 Storey,Style - 4 Level Split,Style - 5 Level Split,Style - Back Split,Style – Bi-Level,Style – Bungalow,Style - Bungalow Semi,Style - Hillside Bungalow,Style - Raised Bungalow,Style - Single Level Apartment,Type – Condo/Townhouse,Type – Single Family,Year Built,Police_Station,Catholic_School,Public_School,Bus_Stop,Playground,Public_Library,Recreation_Centre,Fire_Station,Price
326500,53.51106109,-113.4740619,0.12,1,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1029,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1946,4316,1577,1017,186,460,2479,1394,894,375000
392500,53.54659516,-113.4488433,0.1,2,5,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1113,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1955,2278,1076,272,52,449,3177,1574,2342,375000
419500,53.52067043,-113.4851294,0.1,2,3,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1154,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1923,1527,1969,492,96,491,1014,1138,895,375000
375000,53.50186398,-113.485451,0.14,2,5,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1206,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1957,2915,651,658,168,624,2723,2531,1800,369900
399500,53.44869247,-113.5884602,0.08,4,3,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1376,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,5868,1069,1225,815,356,3821,1592,1537,369900
396000,53.52564015,-113.4513814,0.16,1,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1118,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1954,2697,2098,565,198,528,1009,1106,2761,369900
379500,53.50261027,-113.4788133,0.15,2,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1006,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1956,3168,1055,230,250,250,3127,2328,1509,359000
386000,53.51446919,-113.4807757,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1950,1930,1343,293,354,283,1616,1070,571,355000
386500,53.50058189,-113.4850849,0.2,2,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,985,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1956,2731,835,772,353,809,2907,2347,1616,354900
314500,53.52318395,-113.471157,0.12,1,3,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,732,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1947,3290,2182,391,283,332,779,1114,1537,349900
312500,53.50022958,-113.4722981,0.13,2,3,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,851,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1954,3247,1734,925,641,641,3788,2719,1674,349649
343500,53.50022058,-113.4804994,0.12,2,4,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,980,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1956,2705,1192,468,130,631,3245,2321,1267,344800
311500,53.50975696,-113.4846306,0.13,1,4,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,763,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1947,2206,797,1127,393,348,1892,2058,1375,344000
346000,53.50116336,-113.476721,0.16,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,994,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1955,3110,1597,580,388,685,3651,2726,1525,339000
313500,53.50921888,-113.4807299,0.12,1,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1026,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1947,3662,717,1289,196,558,2253,1724,1223,334900
296500,53.51162916,-113.4817114,0.08,1,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,807,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1931,2195,964,1115,151,361,1881,1469,968,329900
314500,53.59865754,-113.5152368,0.14,2,3,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1045,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1961,2326,1302,1189,244,638,2016,1194,2230,319900
312000,53.51160533,-113.477784,0.12,1,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1029,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1945,2455,1224,832,104,370,2140,1209,709,319900
311500,53.51200574,-113.4846349,0.12,2,3,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,753,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1948,2002,1002,922,189,477,1687,1853,1162,317900
336000,53.50789973,-113.5039017,0.11,1,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,746,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1949,1604,745,189,195,544,1753,151,1751,309900
314500,53.61238951,-113.4896582,0.12,2,4,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,936,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1976,2603,1196,724,541,788,2653,2875,2867,305000
215500,53.58657923,-113.5255792,0.1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1130,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1922,1534,653,360,203,287,1448,1270,1741,189900
720500,53.52411842,-113.5140199,0.1,3,4,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1942,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1978,3136,3095,1165,860,1430,2641,1506,2370,750000
1941000,53.50622103,-113.5367992,0.17,4,6,4,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,3561,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2004,3719,2861,1005,860,597,3829,3145,1821,1860000
1553000,53.52780327,-113.5379662,0.26,4,4,4,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2862,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1952,4179,4138,521,344,590,3684,2549,3044,1695000
1465000,53.50631974,-113.5390873,0.12,4,5,3,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2517,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2003,3967,3108,964,858,788,4134,3450,2068,1495000
548000,53.50873254,-113.5281566,0.14,4,5,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2433,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1951,3217,2358,502,565,290,3327,2574,1318,1217800
275000,53.50779495,-113.5128369,0.1,8,10,6,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2391,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,2093,1234,890,43,500,2290,853,1133,900000
347500,53.52327246,-113.5898124,0.18,2,6,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1324,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1959,2784,1348,354,71,592,51,1276,235,899900
560500,53.50718982,-113.5328955,0.17,3,5,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1495,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1980,3435,2577,721,576,313,3545,2792,1537,878000
773500,53.512947,-113.5196975,0.13,3,4,4,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,2751,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2008,2163,1305,334,98,286,2364,1467,159,855000
734000,53.51252973,-113.5277376,0.12,4,5,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1854,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2001,2653,1794,309,59,509,2763,2010,754,829900
660000,53.52433861,-113.5337751,0.19,2,3,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1484,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1950,3485,3444,245,241,387,2990,2000,2440,818800
610000,53.52261133,-113.5378996,0.19,3,3,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1465,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1956,3704,3663,455,200,228,3209,2219,2475,789800
552000,53.51103844,-113.5295461,0.14,4,5,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1618,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1942,2877,2018,179,225,313,2987,2234,979,779999
510500,53.51854827,-113.5358036,0.22,2,3,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1250,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1953,3126,2805,1097,249,567,2855,2171,1765,749900
673500,53.50658305,-113.5397912,0.16,2,3,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1334,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1980,3907,3049,905,799,826,4074,3391,2009,699000
690000,53.51348495,-113.513286,0.1,5,6,6,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,5,0,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2277,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2007,1807,948,856,98,477,1689,791,787,685000
450500,53.51396407,-113.5134378,0.14,2,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1509,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1925,1817,959,846,108,488,1699,802,776,629900
562500,53.50831945,-113.5339522,0.18,2,4,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1213,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1953,3388,2530,673,529,265,3498,2745,1490,619900
751500,53.51737971,-113.5147733,0.1,3,5,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2176,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1945,1785,1468,860,96,448,1386,702,1469,599999
465000,53.5129458,-113.5216372,0.13,2,5,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1452,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1948,2252,1393,423,186,374,2452,1555,23,579900
461500,53.51104872,-113.5163589,0.13,2,4,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1071,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1948,2003,1144,610,152,187,2203,1257,545,558888
510000,53.50725343,-113.518912,0.15,3,4,3,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1288,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1973,2597,1738,429,474,456,2794,1363,1138,535000
548000,53.51683543,-113.5146214,0.1,3,4,4,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1650,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1922,1679,1362,965,192,342,1494,656,1364,509900
467500,53.50827489,-113.527183,0.15,2,3,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,915,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1951,3581,2723,867,722,459,3691,2938,1683,499900
411000,53.51494,-113.5147745,0.1,4,4,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,690,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1941,1684,1367,1071,270,451,1662,765,895,485000
382000,53.50873978,-113.52038,0.13,2,3,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,791,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1950,2486,1628,593,258,334,2684,1593,622,425000
382000,53.50915247,-113.5168654,0.14,1,3,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,795,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1949,2213,1355,810,362,356,2411,1231,755,409000
382500,53.47328132,-113.3712984,0.08,3,4,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1395,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2002,5487,542,904,396,939,882,2152,4472,388000
557000,53.50786475,-113.5319971,0.07,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2099,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1953,3350,2492,635,490,227,3460,2707,1452,349900
788000,53.54044416,-113.5679684,0.14,4,4,3,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2951,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,3397,1307,692,317,695,3497,1680,3276,1495000
386000,53.49601278,-113.50919,0.22,4,4,4,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,3472,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,3250,1929,697,451,454,3611,1967,2612,1299000
1029000,53.49473136,-113.5828943,0.31,4,5,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,2429,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1986,8882,1365,506,465,461,4065,4159,4791,1295000
480000,53.48599843,-113.5474961,0.21,3,5,3,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2054,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2014,8340,2503,416,123,128,4862,3290,1526,1285000
809500,53.48731634,-113.5837483,0.2,4,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2943,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1987,8519,1002,1077,775,1033,3702,3796,4428,1088000
916000,53.49912183,-113.576728,0.21,7,6,5,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,4560,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1975,8940,1423,741,286,647,4407,4217,4849,995000
383000,53.49752364,-113.5067529,0.19,4,5,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2816,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,2782,1988,538,250,440,2995,1500,2643,989567
773500,53.49959376,-113.5557232,0.21,3,6,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2707,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1983,5448,4090,684,711,740,5645,4044,3370,799000
713000,53.50457943,-113.5060832,0.1,4,6,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2071,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,2056,1197,463,287,702,2205,710,1982,759900
713500,53.50539457,-113.5103678,0.09,4,6,4,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2096,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,2459,1600,842,182,405,2656,894,1602,749000
832500,53.48465014,-113.5845109,0.22,4,5,4,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,2622,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1982,8867,1292,1423,572,860,2834,4144,3613,700000
435500,53.50057882,-113.5417283,0.18,2,3,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1233,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1967,4406,3299,462,1,518,4604,3002,2580,679888
638000,53.50027248,-113.5468179,0.24,3,4,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1490,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1965,4742,3636,184,53,240,4940,3338,2916,679500
541500,53.48534141,-113.5747444,0.18,4,3,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,2204,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1979,8641,1124,1334,581,892,3130,3918,3909,659900
520000,53.48084748,-113.5776598,0.16,4,5,4,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2991,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1983,9302,974,1232,394,1094,2515,4548,3295,649900
703000,53.48688789,-113.5668554,0.18,4,4,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1971,8061,1049,803,340,638,4525,3338,4302,644500
475000,53.4869359,-113.582237,0.15,4,6,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2228,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,8584,1067,1142,575,862,3100,3861,3880,644500
559000,53.48370978,-113.5470483,0.22,3,3,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2088,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1970,8196,2359,812,550,557,4718,3145,1381,639000
538500,53.48642695,-113.5467538,0.2,4,5,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2085,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1966,8221,2384,362,68,73,4743,3171,1407,638800
550000,53.48613375,-113.5621134,0.22,4,4,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2159,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1968,8287,1275,1033,366,869,4752,3564,4528,629500
