LANDMARK_NAME,ADDRESS,STOP_ID,LATITUDE,LONGITUDE,LOCATION
Coronation Arena,13500 112 Avenue NW,5204,53.560963336588699,-113.555624323686,"(53.5609633365887, -113.555624323686)"
Coronation Arena,13500 112 Avenue NW,5205,53.560828608469599,-113.55564082842101,"(53.5608286084696, -113.555640828421)"
Coronation Arena,13500 112 Avenue NW,5206,53.560846972099,-113.555746285521,"(53.560846972099, -113.555746285521)"
Coronation Arena,13500 112 Avenue NW,5207,53.561026852492702,-113.55578967945,"(53.5610268524927, -113.55578967945)"
Coronation Arena,13500 112 Avenue NW,5208,53.561179439752998,-113.555742802184,"(53.561179439753, -113.555742802184)"
Coronation Arena,13500 112 Avenue NW,5209,53.561350166378801,-113.555741013416,"(53.5613501663788, -113.555741013416)"
Coronation Arena,13500 112 Avenue NW,5210,53.561475964941998,-113.55573969536501,"(53.561475964942, -113.555739695365)"
Coronation Arena,13500 112 Avenue NW,5211,53.560019735099203,-113.55560402738899,"(53.5600197350992, -113.555604027389)"
Coronation Elementary School,10925 139 Street NW,5073,53.555553715262,-113.55560555294799,"(53.555553715262, -113.555605552948)"
Coronation Elementary School,10925 139 Street NW,5339,53.555742839992902,-113.560583592602,"(53.5557428399929, -113.560583592602)"
Coronation Elementary School,10925 139 Street NW,5559,53.555805351267097,-113.56047730795299,"(53.5558053512671, -113.560477307953)"
Coronation Elementary School,10925 139 Street NW,5240,53.554591580910802,-113.555434547498,"(53.5545915809108, -113.555434547498)"
Coronation Park,11425 142 Street NW,5456,53.562222463828697,-113.565708530839,"(53.5622224638287, -113.565708530839)"
Coronation Park,11425 142 Street NW,5306,53.564883084032601,-113.565922784343,"(53.5648830840326, -113.565922784343)"
Coronation Park,11425 142 Street NW,5825,53.560483409398103,-113.56439818867101,"(53.5604834093981, -113.564398188671)"
Coronation Park,11425 142 Street NW,5933,53.565316418931602,-113.566476839473,"(53.5653164189316, -113.566476839473)"
Cosmopolitan Music Society,8426 Gateway Boulevard NW,2723,53.518161762354097,-113.49423892066901,"(53.5181617623541, -113.494238920669)"
Cosmopolitan Music Society,8426 Gateway Boulevard NW,2614,53.519324409241698,-113.495054367893,"(53.5193244092417, -113.495054367893)"
Cosmopolitan Music Society,8426 Gateway Boulevard NW,2796,53.520250913837899,-113.497410659408,"(53.5202509138379, -113.497410659408)"
Cosmopolitan Music Society,8426 Gateway Boulevard NW,2860,53.518021534239701,-113.497210879024,"(53.5180215342397, -113.497210879024)"
Cosmopolitan Music Society,8426 Gateway Boulevard NW,2896,53.519560416561902,-113.49775055083001,"(53.5195604165619, -113.49775055083)"
Costco (North),12450 149 Street NW,5062,53.578531108843102,-113.578028344092,"(53.5785311088431, -113.578028344092)"
Costco (North),12450 149 Street NW,5257,53.579392981818302,-113.577808369914,"(53.5793929818183, -113.577808369914)"
Costco (North),12450 149 Street NW,5702,53.578950447465601,-113.577178611557,"(53.5789504474656, -113.577178611557)"
Costco (Northeast),13650 50 Street NW,7444,53.596886699642802,-113.41141112880899,"(53.5968866996428, -113.411411128809)"
Costco (Northeast),13650 50 Street NW,7644,53.598153625228399,-113.413221366925,"(53.5981536252284, -113.413221366925)"
Costco (Northeast),13650 50 Street NW,7727,53.596385509064802,-113.41365371728899,"(53.5963855090648, -113.413653717289)"
Costco (Northeast),13650 50 Street NW,77277,53.597429242262898,-113.41576920048,"(53.5974292422629, -113.41576920048)"
Costco (South),2616 91 Street NW,3955,53.4572760377417,-113.466250729208,"(53.4572760377417, -113.466250729208)"
Costco (South),2616 91 Street NW,3974,53.456281722135799,-113.466955762106,"(53.4562817221358, -113.466955762106)"
Country Club Day Care,6655 178 Street NW,5717,53.499435618004199,-113.62927163525499,"(53.4994356180042, -113.629271635255)"
Country Club Day Care,6655 178 Street NW,5784,53.499618227879402,-113.63020444409,"(53.4996182278794, -113.63020444409)"
Country Club Day Care,6655 178 Street NW,5996,53.499097471645499,-113.63034461270701,"(53.4990974716455, -113.630344612707)"
Courtyard Marriott,1 Thornton Court NW,1120,53.541471497821099,-113.487896579257,"(53.5414714978211, -113.487896579257)"
Courtyard Marriott,1 Thornton Court NW,1256,53.541424049386997,-113.48730880078,"(53.541424049387, -113.48730880078)"
Courtyard Marriott,1 Thornton Court NW,1457,53.5419131154406,-113.490305025249,"(53.5419131154406, -113.490305025249)"
Courtyard Marriott,1 Thornton Court NW,1542,53.540538132392697,-113.49027628431,"(53.5405381323927, -113.49027628431)"
Courtyard Marriott,1 Thornton Court NW,1617,53.543511282581598,-113.487887046721,"(53.5435112825816, -113.487887046721)"
Courtyard Marriott,1 Thornton Court NW,1707,53.543355542072199,-113.489291981424,"(53.5433555420722, -113.489291981424)"
Courtyard Marriott,1 Thornton Court NW,1756,53.5436116088948,-113.488232829974,"(53.5436116088948, -113.488232829974)"
Courtyard Marriott,1 Thornton Court NW,1863,53.541038501670897,-113.491718509176,"(53.5410385016709, -113.491718509176)"
Courtyard Marriott,1 Thornton Court NW,1935,53.541084519115202,-113.491974416598,"(53.5410845191152, -113.491974416598)"
Cranleigh Towers,10135 Saskatchewan Drive NW,2653,53.522849018461997,-113.497681493939,"(53.522849018462, -113.497681493939)"
Cranleigh Towers,10135 Saskatchewan Drive NW,2829,53.524641462172497,-113.48598839946099,"(53.5246414621725, -113.485988399461)"
Cranleigh Towers,10135 Saskatchewan Drive NW,2862,53.524282881652603,-113.486188778357,"(53.5242828816526, -113.486188778357)"
Cranleigh Towers,10135 Saskatchewan Drive NW,2866,53.523358725338397,-113.49708736347,"(53.5233587253384, -113.49708736347)"
Crawford Plains Day Care,1535 Millwoods Road East NW,3148,53.444413147141397,-113.40281907254101,"(53.4444131471414, -113.402819072541)"
Crawford Plains Day Care,1535 Millwoods Road East NW,3290,53.444677970729003,-113.401867102043,"(53.444677970729, -113.401867102043)"
Crawford Plains Park,4012 12 Avenue NW,3168,53.440344862955897,-113.403312573855,"(53.4403448629559, -113.403312573855)"
Crawford Plains Park,4012 12 Avenue NW,3169,53.440250903464701,-113.40429214843699,"(53.4402509034647, -113.404292148437)"
Crawford Plains School,4210 12 Avenue NW,3168,53.440344862955897,-113.403312573855,"(53.4403448629559, -113.403312573855)"
Crawford Plains School,4210 12 Avenue NW,3169,53.440250903464701,-113.40429214843699,"(53.4402509034647, -113.404292148437)"
Creative Adventures Child Development Ltd.,8944 182 Street NW,5272,53.524074770727999,-113.637908307253,"(53.524074770728, -113.637908307253)"
Creative Adventures Child Development Ltd.,8944 182 Street NW,5998,53.523588991638903,-113.63773149585801,"(53.5235889916389, -113.637731495858)"
Creek's Crossing Park,3920 38 Avenue NW,3285,53.473837701004399,-113.39820375650601,"(53.4738377010044, -113.398203756506)"
Creek's Crossing Park,3920 38 Avenue NW,3399,53.473872960409302,-113.398067699451,"(53.4738729604093, -113.398067699451)"
Creek's Crossing Park,3920 38 Avenue NW,3527,53.472877463669903,-113.398458327941,"(53.4728774636699, -113.398458327941)"
Crescent Heights Trailer Court,4515 76 Avenue NW,2148,53.512484888518301,-113.410395328045,"(53.5124848885183, -113.410395328045)"
Crescent Heights Trailer Court,4515 76 Avenue NW,2409,53.512372682911099,-113.41133157662399,"(53.5123726829111, -113.411331576624)"
Creston Place,231 Creston Place NW,7177,53.606775324663197,-113.42518926686,"(53.6067753246632, -113.42518926686)"
Creston Place,231 Creston Place NW,7526,53.606995830950702,-113.426198597758,"(53.6069958309507, -113.426198597758)"
Crestview Towers,9816 112 Street NW,1466,53.5408405764151,-113.513263271932,"(53.5408405764151, -113.513263271932)"
Crestview Towers,9816 112 Street NW,1840,53.541034791693903,-113.51461876344899,"(53.5410347916939, -113.514618763449)"
Crestwood Arena ,9940 147 Street NW,5489,53.537977039238399,-113.57790372845901,"(53.5379770392384, -113.577903728459)"
Crestwood Arena ,9940 147 Street NW,5570,53.538310467169801,-113.578171937805,"(53.5383104671698, -113.578171937805)"
Crestwood Community League,14325 96 Avenue NW,5043,53.532244379489597,-113.56547233565399,"(53.5322443794896, -113.565472335654)"
Crestwood Community League,14325 96 Avenue NW,5124,53.533624930682599,-113.567041928271,"(53.5336249306826, -113.567041928271)"
Crestwood Community League,14325 96 Avenue NW,5131,53.533702740698601,-113.566196479211,"(53.5337027406986, -113.566196479211)"
Crestwood Community League,14325 96 Avenue NW,5527,53.533350328805803,-113.56565709276001,"(53.5333503288058, -113.56565709276)"
Crestwood Curling Club Ltd,14317 96 Avenue NW,5124,53.533624930682599,-113.567041928271,"(53.5336249306826, -113.567041928271)"
Crestwood Curling Club Ltd,14317 96 Avenue NW,5131,53.533702740698601,-113.566196479211,"(53.5337027406986, -113.566196479211)"
Crestwood Curling Club Ltd,14317 96 Avenue NW,5527,53.533350328805803,-113.56565709276001,"(53.5333503288058, -113.56565709276)"
Crestwood Curling Club Ltd,14317 96 Avenue NW,5557,53.534194378620299,-113.565482538954,"(53.5341943786203, -113.565482538954)"
Crestwood Elementary Junior High School,9735 144 Street NW,5096,53.533430661213202,-113.570482841523,"(53.5334306612132, -113.570482841523)"
Crestwood Elementary Junior High School,9735 144 Street NW,5131,53.533702740698601,-113.566196479211,"(53.5337027406986, -113.566196479211)"
Crestwood Elementary Junior High School,9735 144 Street NW,5527,53.533350328805803,-113.56565709276001,"(53.5333503288058, -113.56565709276)"
Crestwood Elementary Junior High School,9735 144 Street NW,5557,53.534194378620299,-113.565482538954,"(53.5341943786203, -113.565482538954)"
Crestwood Montessori School,10042 164 Street NW,5313,53.541246935649603,-113.603879119971,"(53.5412469356496, -113.603879119971)"
Crestwood Montessori School,10042 164 Street NW,5364,53.5387901373497,-113.60278576903799,"(53.5387901373497, -113.602785769038)"
Crestwood Montessori School,10042 164 Street NW,5465,53.541363081824301,-113.60639736978,"(53.5413630818243, -113.60639736978)"
Crestwood Montessori School,10042 164 Street NW,5552,53.539535449278397,-113.602627940806,"(53.5395354492784, -113.602627940806)"
Crestwood Park,14325 96 Avenue NW,5124,53.533624930682599,-113.567041928271,"(53.5336249306826, -113.567041928271)"
Crestwood Park,14325 96 Avenue NW,5131,53.533702740698601,-113.566196479211,"(53.5337027406986, -113.566196479211)"
Crestwood Park,14325 96 Avenue NW,5527,53.533350328805803,-113.56565709276001,"(53.5333503288058, -113.56565709276)"
Crestwood Park,14325 96 Avenue NW,5557,53.534194378620299,-113.565482538954,"(53.5341943786203, -113.565482538954)"
Crestwood Presbyterian Church,14304 96 Avenue NW,5124,53.533624930682599,-113.567041928271,"(53.5336249306826, -113.567041928271)"
Crestwood Presbyterian Church,14304 96 Avenue NW,5131,53.533702740698601,-113.566196479211,"(53.5337027406986, -113.566196479211)"
Crestwood Presbyterian Church,14304 96 Avenue NW,5527,53.533350328805803,-113.56565709276001,"(53.5333503288058, -113.56565709276)"
Crestwood Presbyterian Church,14304 96 Avenue NW,5557,53.534194378620299,-113.565482538954,"(53.5341943786203, -113.565482538954)"
Cricket Court Townhomes,609 Cricket Court NW,5042,53.521523576585203,-113.632290602602,"(53.5215235765852, -113.632290602602)"
Cricket Court Townhomes,609 Cricket Court NW,5463,53.521009892856,-113.628902368437,"(53.521009892856, -113.628902368437)"
Cricket Court Townhomes,609 Cricket Court NW,5482,53.521903406889102,-113.630161187876,"(53.5219034068891, -113.630161187876)"
Cricket Court Townhomes,609 Cricket Court NW,5653,53.520638093090803,-113.63071503232,"(53.5206380930908, -113.63071503232)"
Cricket Court Townhomes,609 Cricket Court NW,5750,53.5180582486433,-113.630435914649,"(53.5180582486433, -113.630435914649)"
Cricket Court Townhomes,609 Cricket Court NW,5843,53.518059180310502,-113.630737457346,"(53.5180591803105, -113.630737457346)"
Croatian Catholic Parish,10560 98 Street NW,1421,53.548931633215098,-113.488304448039,"(53.5489316332151, -113.488304448039)"
Croatian Catholic Parish,10560 98 Street NW,1581,53.5491017774821,-113.48816659776701,"(53.5491017774821, -113.488166597767)"
Cross Cancer Institute,11560 University Avenue NW,2844,53.5227760096829,-113.528293301651,"(53.5227760096829, -113.528293301651)"
Cross Cancer Institute,11560 University Avenue NW,2851,53.5230119777966,-113.53117083719199,"(53.5230119777966, -113.531170837192)"
Cross Cancer Institute,11560 University Avenue NW,2963,53.517563122624097,-113.53261811295999,"(53.5175631226241, -113.53261811296)"
Cross Cancer Institute,11560 University Avenue NW,2971,53.517632884858997,-113.53207455723,"(53.517632884859, -113.53207455723)"
Cross of Christ Lutheran Church Of The Deaf,11460 60 Avenue NW,2772,53.498320690862101,-113.520441726478,"(53.4983206908621, -113.520441726478)"
Cross of Christ Lutheran Church Of The Deaf,11460 60 Avenue NW,2663,53.498679697568697,-113.522577718511,"(53.4986796975687, -113.522577718511)"
Crowne Plaza - Chateau Lacombe,10111 Bellamy Hill NW,1142,53.539762523376801,-113.493845739365,"(53.5397625233768, -113.493845739365)"
Crowne Plaza - Chateau Lacombe,10111 Bellamy Hill NW,1251,53.539606585096998,-113.495220359409,"(53.539606585097, -113.495220359409)"
Crowne Plaza - Chateau Lacombe,10111 Bellamy Hill NW,1336,53.540933109877997,-113.492293030055,"(53.540933109878, -113.492293030055)"
Crowne Plaza - Chateau Lacombe,10111 Bellamy Hill NW,1457,53.5419131154406,-113.490305025249,"(53.5419131154406, -113.490305025249)"
Crowne Plaza - Chateau Lacombe,10111 Bellamy Hill NW,1542,53.540538132392697,-113.49027628431,"(53.5405381323927, -113.49027628431)"
Crowne Plaza - Chateau Lacombe,10111 Bellamy Hill NW,1591,53.540246785915102,-113.493613680537,"(53.5402467859151, -113.493613680537)"
Crowne Plaza - Chateau Lacombe,10111 Bellamy Hill NW,1620,53.5410246481907,-113.494811260078,"(53.5410246481907, -113.494811260078)"
Crowne Plaza - Chateau Lacombe,10111 Bellamy Hill NW,1863,53.541038501670897,-113.491718509176,"(53.5410385016709, -113.491718509176)"
Crowne Plaza - Chateau Lacombe,10111 Bellamy Hill NW,1935,53.541084519115202,-113.491974416598,"(53.5410845191152, -113.491974416598)"
Cumberland Park,14804 129 Street NW,6473,53.611770896349,-113.54398449465199,"(53.611770896349, -113.543984494652)"
Cumberland Park,14804 129 Street NW,6526,53.611195592672999,-113.543930250222,"(53.611195592673, -113.543930250222)"
Curves For Women,17228 95 Avenue NW,5167,53.531534956226203,-113.618267811921,"(53.5315349562262, -113.618267811921)"
Curves For Women,17228 95 Avenue NW,5538,53.531600981733803,-113.61924757129199,"(53.5316009817338, -113.619247571292)"
Curves For Women,17228 95 Avenue NW,5947,53.532526415646402,-113.619209104677,"(53.5325264156464, -113.619209104677)"
Curves For Women,17228 95 Avenue NW,5962,53.532192838627303,-113.61886519817099,"(53.5321928386273, -113.618865198171)"
Curves For Women Blue Quill,292 Saddleback Road NW,4085,53.461246048518497,-113.52771075302999,"(53.4612460485185, -113.52771075303)"
Curves For Women Blue Quill,292 Saddleback Road NW,4285,53.461111441126398,-113.52775741910899,"(53.4611114411264, -113.527757419109)"
Curves For Women Blue Quill,292 Saddleback Road NW,4493,53.461290125665201,-113.53206187449,"(53.4612901256652, -113.53206187449)"
Curves For Women Blue Quill,292 Saddleback Road NW,4566,53.461675804472399,-113.531876942355,"(53.4616758044724, -113.531876942355)"
Curves For Women Castle Down,15379 Castle Downs Road NW,6000,53.616533208762299,-113.516458354598,"(53.6165332087623, -113.516458354598)"
Curves For Women Castle Down,15379 Castle Downs Road NW,6001,53.616783763998903,-113.516198574542,"(53.6167837639989, -113.516198574542)"
Curves For Women Castle Down,15379 Castle Downs Road NW,6002,53.616567807087499,-113.516125480195,"(53.6165678070875, -113.516125480195)"
Curves For Women Castle Down,15379 Castle Downs Road NW,6003,53.616387975336302,-113.516097311301,"(53.6163879753363, -113.516097311301)"
Curves For Women Castle Down,15379 Castle Downs Road NW,6004,53.6163262985364,-113.516400268558,"(53.6163262985364, -113.516400268558)"
Curves For Women Castle Down,15379 Castle Downs Road NW,6005,53.616506008107301,-113.51639821477301,"(53.6165060081073, -113.516398214773)"
Curves For Women Castle Down,15379 Castle Downs Road NW,6006,53.616659066509598,-113.516472029132,"(53.6166590665096, -113.516472029132)"
Curves For Women Castle Down,15379 Castle Downs Road NW,6007,53.616776549157997,-113.516636927025,"(53.616776549158, -113.516636927025)"
Curves For Women Castle Down,15379 Castle Downs Road NW,6008,53.6166146274523,-113.516593438529,"(53.6166146274523, -113.516593438529)"
Curves For Women Castle Down,15379 Castle Downs Road NW,6009,53.616407473112602,-113.516474904002,"(53.6164074731126, -113.516474904002)"
Curves For Women Castle Down,15379 Castle Downs Road NW,6010,53.616471409021699,-113.516731088471,"(53.6164714090217, -113.516731088471)"
Curves For Women Castle Down,15379 Castle Downs Road NW,6011,53.6166874875845,-113.516834409807,"(53.6166874875845, -113.516834409807)"
Curves For Women Castle Down,15379 Castle Downs Road NW,6137,53.613308824623402,-113.516842761037,"(53.6133088246234, -113.516842761037)"
Curves For Women Kingsway,11455 Kingsway NW,1849,53.564236333858098,-113.51676822415,"(53.5642363338581, -113.51676822415)"
Curves For Women Kingsway,11455 Kingsway NW,1900,53.564759872677001,-113.517350931008,"(53.564759872677, -113.517350931008)"
Curves For Women Manning,212 Manning Crossing NW,7238,53.5985145520484,-113.420905477895,"(53.5985145520484, -113.420905477895)"
Curves For Women Manning,212 Manning Crossing NW,7352,53.598984202341597,-113.421397568472,"(53.5989842023416, -113.421397568472)"
Curves For Women Manning,212 Manning Crossing NW,7647,53.599612100820202,-113.424893742203,"(53.5996121008202, -113.424893742203)"
Curves For Women Millwoods,6418 28 Avenue NW,3338,53.4583934375487,-113.43184765581201,"(53.4583934375487, -113.431847655812)"
Curves For Women Millwoods,6418 28 Avenue NW,3360,53.460309042209303,-113.430286248618,"(53.4603090422093, -113.430286248618)"
Curves For Women Millwoods,6418 28 Avenue NW,3394,53.458388851944498,-113.430884099884,"(53.4583888519445, -113.430884099884)"
Curves For Women Millwoods,6418 28 Avenue NW,3462,53.459196914396898,-113.428855682578,"(53.4591969143969, -113.428855682578)"
Curves For Women Millwoods,6418 28 Avenue NW,3676,53.458970033403702,-113.434053296817,"(53.4589700334037, -113.434053296817)"
Curves For Women South,10473 80 Avenue NW,2669,53.515696417412499,-113.497751014828,"(53.5156964174125, -113.497751014828)"
Curves For Women South,10473 80 Avenue NW,2839,53.515524170402998,-113.497391210464,"(53.515524170403, -113.497391210464)"
Curves For Women South,10473 80 Avenue NW,2860,53.518021534239701,-113.497210879024,"(53.5180215342397, -113.497210879024)"
Curves For Women South,10473 80 Avenue NW,2891,53.518169484256902,-113.49820425279501,"(53.5181694842569, -113.498204252795)"
Curves For Women Stadium,8145 112 Avenue NW,1180,53.560881786568302,-113.46743775793399,"(53.5608817865683, -113.467437757934)"
Curves For Women Stadium,8145 112 Avenue NW,1094,53.561146104517803,-113.46625718746201,"(53.5611461045178, -113.466257187462)"
Curves For Women Stadium,8145 112 Avenue NW,1552,53.561284276428196,-113.465002728584,"(53.5612842764282, -113.465002728584)"
Curves For Women Stadium,8145 112 Avenue NW,1723,53.559765751658503,-113.471089058527,"(53.5597657516585, -113.471089058527)"
Curves For Women Stadium,8145 112 Avenue NW,1981,53.560122434089401,-113.470465813308,"(53.5601224340894, -113.470465813308)"
Custom Fit Personal Training Studio,11807 105 Avenue NW,1075,53.5703923990093,-113.501601825436,"(53.5703923990093, -113.501601825436)"
Custom Fit Personal Training Studio,11807 105 Avenue NW,1476,53.570320703444203,-113.50164795704499,"(53.5703207034442, -113.501647957045)"
Custom Fit Personal Training Studio,11807 105 Avenue NW,1489,53.570623505593197,-113.50099525571601,"(53.5706235055932, -113.500995255716)"
Custom Fit Personal Training Studio,11807 105 Avenue NW,1930,53.571120716139099,-113.50387283057501,"(53.5711207161391, -113.503872830575)"
Cypress Grove,10495 24 Avenue NW,4185,53.456194977418498,-113.50096768342701,"(53.4561949774185, -113.500967683427)"
Cypress Grove,10495 24 Avenue NW,4580,53.456054975489202,-113.501872663358,"(53.4560549754892, -113.501872663358)"
Cypress Grove,10495 24 Avenue NW,4976,53.455613294849201,-113.50154661146099,"(53.4556132948492, -113.501546611461)"
Daltons Conference Centre,4485 Gateway Boulevard NW,4587,53.479632923996803,-113.49505876975201,"(53.4796329239968, -113.495058769752)"
Daltons Conference Centre,4485 Gateway Boulevard NW,2928,53.481105477448097,-113.492661091892,"(53.4811054774481, -113.492661091892)"
Daltons Conference Centre,4485 Gateway Boulevard NW,2954,53.4824951814483,-113.491921391516,"(53.4824951814483, -113.491921391516)"
Daly Grove Day Care,4231 23 Avenue NW,3556,53.454743235620903,-113.409238246397,"(53.4547432356209, -113.409238246397)"
Daly Grove Day Care,4231 23 Avenue NW,3349,53.456053713336502,-113.408933999748,"(53.4560537133365, -113.408933999748)"
Daly Grove Day Care,4231 23 Avenue NW,3020,53.455556622197697,-113.410175456094,"(53.4555566221977, -113.410175456094)"
Daly Grove Day Care,4231 23 Avenue NW,3874,53.455158178734301,-113.407742003664,"(53.4551581787343, -113.407742003664)"
Daly Grove Elementary School,1888 37 Street NW,3177,53.4480377951949,-113.398086788904,"(53.4480377951949, -113.398086788904)"
Daly Grove Elementary School,1888 37 Street NW,3254,53.444217216809498,-113.399585741352,"(53.4442172168095, -113.399585741352)"
Daly Grove Elementary School,1888 37 Street NW,3174,53.448371094862601,-113.398247659999,"(53.4483710948626, -113.398247659999)"
Daly Grove Park,1880 37 Street NW,3177,53.4480377951949,-113.398086788904,"(53.4480377951949, -113.398086788904)"
Daly Grove Park,1880 37 Street NW,3174,53.448371094862601,-113.398247659999,"(53.4483710948626, -113.398247659999)"
Dan Knott Jr High School,1434 80 Street NW,3051,53.446730999903799,-113.45142086384,"(53.4467309999038, -113.45142086384)"
Dan Knott Jr High School,1434 80 Street NW,3052,53.446100691387002,-113.451142993389,"(53.446100691387, -113.451142993389)"
Dan Knott Jr High School,1434 80 Street NW,3549,53.446150524292698,-113.452211055452,"(53.4461505242927, -113.452211055452)"
Dan Knott Jr High School,1434 80 Street NW,3572,53.4461397436746,-113.451819837706,"(53.4461397436746, -113.451819837706)"
Danton Manor,14519 92 Street NW,7820,53.606067723421098,-113.48280941134,"(53.6060677234211, -113.48280941134)"
Danton Manor,14519 92 Street NW,7898,53.606129327162201,-113.484591518231,"(53.6061293271622, -113.484591518231)"
Danton Manor,14519 92 Street NW,7027,53.605970580045401,-113.485288461438,"(53.6059705800454, -113.485288461438)"
Danton Manor,14519 92 Street NW,7163,53.6066157123701,-113.48485756091,"(53.6066157123701, -113.48485756091)"
DATS,5610 86 Street NW,2338,53.494526093948501,-113.45487291293701,"(53.4945260939485, -113.454872912937)"
DATS,5610 86 Street NW,2826,53.493876794915899,-113.45436889171199,"(53.4938767949159, -113.454368891712)"
DATS,5610 86 Street NW,2622,53.4940183101874,-113.455843848745,"(53.4940183101874, -113.455843848745)"
DATS,5610 86 Street NW,2385,53.493242461699403,-113.45517568293501,"(53.4932424616994, -113.455175682935)"
David Thompson,9717 111 Street NW,1754,53.535652313210399,-113.51024566836099,"(53.5356523132104, -113.510245668361)"
David Thompson,9717 111 Street NW,1567,53.533804699669901,-113.508909499594,"(53.5338046996699, -113.508909499594)"
David Thompson,9717 111 Street NW,1925,53.535652807325398,-113.510366333533,"(53.5356528073254, -113.510366333533)"
David Ure Park,14211 57 Street NW,7197,53.603944790184201,-113.425197483334,"(53.6039447901842, -113.425197483334)"
David Ure Park,14211 57 Street NW,7451,53.6045013022323,-113.42506905961,"(53.6045013022323, -113.42506905961)"
Dawson Park,10298 89 Street NW,1173,53.547901473662002,-113.47046749149899,"(53.547901473662, -113.470467491499)"
Dawson Park,10298 89 Street NW,1356,53.547622205478397,-113.47234190699299,"(53.5476222054784, -113.472341906993)"
Dawson Park,10298 89 Street NW,1549,53.5475079804526,-113.470894870056,"(53.5475079804526, -113.470894870056)"
Days Inn Downtown Edmonton,10041 106 Street NW,1903,53.541452170956497,-113.50464219509099,"(53.5414521709565, -113.504642195091)"
Days Inn Downtown Edmonton,10041 106 Street NW,1035,53.540829477693201,-113.504000779089,"(53.5408294776932, -113.504000779089)"
Days Inn Downtown Edmonton,10041 106 Street NW,1619,53.541018174789102,-113.50399857340599,"(53.5410181747891, -113.503998573406)"
Days Inn Downtown Edmonton,10041 106 Street NW,1695,53.5387743122986,-113.50247104804799,"(53.5387743122986, -113.502471048048)"
Days Inn Downtown Edmonton,10041 106 Street NW,1708,53.538878684804601,-113.50164014873999,"(53.5388786848046, -113.50164014874)"
Days Inn Downtown Edmonton,10041 106 Street NW,1711,53.539717954519801,-113.504662439444,"(53.5397179545198, -113.504662439444)"
Days Inn Downtown Edmonton,10041 106 Street NW,1891,53.5409754354867,-113.50452707442599,"(53.5409754354867, -113.504527074426)"
Days Inn Downtown Edmonton,10041 106 Street NW,1740,53.541616642748799,-113.50097438083399,"(53.5416166427488, -113.500974380834)"
Days Inn Downtown Edmonton,10041 106 Street NW,1964,53.540392684976197,-113.50485067536,"(53.5403926849762, -113.50485067536)"
Days Inn Downtown Edmonton,10041 106 Street NW,1926,53.540921834489602,-113.50460312898301,"(53.5409218344896, -113.504603128983)"
Days Inn Hotel & Suites West,10010 179A Street NW,8951,53.541458675552398,-113.633656630232,"(53.5414586755524, -113.633656630232)"
Days Inn Hotel & Suites West,10010 179A Street NW,5769,53.536929158066002,-113.627646948964,"(53.536929158066, -113.627646948964)"
Days Inn Hotel & Suites West,10010 179A Street NW,5792,53.537894155758202,-113.62588866987301,"(53.5378941557582, -113.625888669873)"
Days Inn Hotel & Suites West,10010 179A Street NW,5956,53.538896045650198,-113.627312907245,"(53.5388960456502, -113.627312907245)"
Days Inn Hotel & Suites West,10010 179A Street NW,8771,53.5411562625575,-113.631743351476,"(53.5411562625575, -113.631743351476)"
Dayspring Presbyterian Church,11445 40 Avenue NW,4229,53.476095384643997,-113.526521619983,"(53.476095384644, -113.526521619983)"
Dayspring Presbyterian Church,11445 40 Avenue NW,4327,53.475776045242903,-113.525305103639,"(53.4757760452429, -113.525305103639)"
Dechene Park,18209 57 Avenue NW,5891,53.491796667768497,-113.640775037841,"(53.4917966677685, -113.640775037841)"
Dechene Park,18209 57 Avenue NW,5987,53.491454119622603,-113.64041629813499,"(53.4914541196226, -113.640416298135)"
Dechene Park,18209 57 Avenue NW,5412,53.492109675722901,-113.640275137901,"(53.4921096757229, -113.640275137901)"
Dechene Park,18209 57 Avenue NW,5681,53.4917842346062,-113.636661520141,"(53.4917842346062, -113.636661520141)"
Dechene Park,18209 57 Avenue NW,5623,53.491631567020598,-113.639661389126,"(53.4916315670206, -113.639661389126)"
Dechene Park,18209 57 Avenue NW,5695,53.492064202379296,-113.64009470294,"(53.4920642023793, -113.64009470294)"
Decore Hotels,10074 164 Street NW,5190,53.539184004195,-113.60232953055799,"(53.539184004195, -113.602329530558)"
Decore Hotels,10074 164 Street NW,5313,53.541246935649603,-113.603879119971,"(53.5412469356496, -113.603879119971)"
Decore Hotels,10074 164 Street NW,5364,53.5387901373497,-113.60278576903799,"(53.5387901373497, -113.602785769038)"
Decore Hotels,10074 164 Street NW,5552,53.539535449278397,-113.602627940806,"(53.5395354492784, -113.602627940806)"
Decore Hotels,10074 164 Street NW,5249,53.541362399938002,-113.60347072458499,"(53.541362399938, -113.603470724585)"
Delta Edmonton Centre Suite Hotel,10222 102 Street NW,1492,53.545791003291001,-113.493577682571,"(53.545791003291, -113.493577682571)"
Delta Edmonton Centre Suite Hotel,10222 102 Street NW,1730,53.541431864173497,-113.495485278435,"(53.5414318641735, -113.495485278435)"
Delta Edmonton Centre Suite Hotel,10222 102 Street NW,1737,53.543045762200201,-113.494636331045,"(53.5430457622002, -113.494636331045)"
Delta Edmonton Centre Suite Hotel,10222 102 Street NW,1820,53.542955572964502,-113.49668916451699,"(53.5429555729645, -113.496689164517)"
